Gene symbol,G0,G1,G2,G3a,G4,G5a,G5b,G5c,G3b,,Top2a,Gene symbol,Mono,DC,B,T
Cnnm3,0.136273065,0.126831945,0.06650739,0.038731958,0.038370635,0.055517172,0.059514887,0.033463774,0.038420323,,Anxa5,Cnnm3,0.085376003,0.096182838,0.065961182,0.07008913
Gm38033,0,0.000872283,0.001022277,0,0.00324944,0,0,0,0,,Bmp4,Gm38033,0,0,0,0.000575402
Ankrd23,0.004394191,0.00078466,0.001967116,0.001359497,0,0.000976812,0,0,0,,Slc9a1,Ankrd23,0.002025803,0.00960619,0.003697696,0.00785717
Gm43543,0.001160967,0.00034411,0,0,0,0,0,0,0,,Rest,Gm43543,0,0,0,0.000480196
Ankrd39,0.193613676,0.133617572,0.051903399,0.023047581,0.019302298,0.025264073,0.042681985,0.016972396,0.041129822,,Bcl2l1,Ankrd39,0.08783922,0.146306396,0.15296567,0.238058454
Sema4c,0.021088433,0.007592683,0.00180271,0.000365635,0,0,0,0,0,,Ltbr,Sema4c,0.003791363,0.171868271,0,0.002775255
Fam178b,0.001358822,0.000619171,0.001786256,0.002280911,0.001442454,0,0,0,0,,Bnip3l,Fam178b,0.000879724,0.003021362,0,0
Cox5b,4.90664021,6.724078102,4.222166086,2.770936464,2.293449499,2.689457957,3.302526026,2.774762302,3.229883998,,Src,Cox5b,5.557070695,4.125391444,3.761368371,2.931760054
Actr1b,0.229076047,0.221570831,0.080730525,0.069987091,0.074106774,0.105276615,0.162021857,0.146820009,0.109061688,,Dap,Actr1b,0.136203181,0.208764925,0.204472241,0.241266175
4933424G06Rik,0,0,0,0,0,0,0,0,0,,Sox7,4933424G06Rik,0,0.010617679,0,0.000528415
Gm33533,0,0,0,0,0,0,0,0,0,,Sox4,Gm33533,0,0,0,0
Zap70,0.0054023,0.000354132,0.003187838,0.00668673,0.008934784,0.03411691,0.033173093,0.05740896,0.014912419,,Sod2,Zap70,0.01955956,0.026821402,0.035106388,1.001982156
Tmem131,0.146211352,0.144254093,0.139013228,0.173048051,0.135966331,0.190901416,0.159612311,0.173432156,0.185077169,,Nox4,Tmem131,0.297240503,0.214749415,0.182451921,0.129127212
Vwa3b,0,0,0,0,0,0,0.002281872,0,0,,Ccl5,Vwa3b,0.002532504,0,0,0.004623633
Gm37020,0,0,0,0,0,0,0,0,0,,Ccl3,Gm37020,0,0,0,0
Cnga3,0,0,0,0,0,0,0,0,0,,Scp2,Cnga3,0,0,0,0
Inpp4a,0.069581637,0.093013763,0.315271186,0.467356029,0.39990505,0.504135432,0.462423751,0.424929221,0.468477534,,Ppargc1a,Inpp4a,0.4274209,0.780008573,0.13713131,0.13108733
4930439A04Rik,0,0,0,0,0,0,0,0,0,,Slc9a3r1,4930439A04Rik,0.001257898,0,0,0
Coa5,0.319481659,0.329948213,0.124223306,0.209248,0.158232804,0.235468442,0.399106098,0.211516161,0.303410203,,Rxra,Coa5,0.410467901,0.509639765,0.297609405,0.314973363
Unc50,0.454903655,0.484198658,0.394020664,0.334205787,0.248027133,0.387960613,0.45636401,0.342265412,0.403521721,,Serinc3,Unc50,0.621836265,0.589289213,0.449887812,0.454701237
Mgat4a,0.132117204,0.087483656,0.027420184,0.090718199,0.167000539,0.222570545,0.243278933,0.248590644,0.158854956,,Foxl2,Mgat4a,0.038262226,0.346582359,0.214114117,0.122015067
2010300C02Rik,0,0.000386825,0,0,0,0.001820571,0.003364728,0,0.007698544,,Aifm1,2010300C02Rik,0,0,0.005489458,0.041617306
4930556I23Rik,0,0,0,0,0,0,0,0,0,,Hrk,4930556I23Rik,0,0,0,0.001823541
Tsga10,0.044409196,0.023308241,0.025164765,0.023244542,0.018298225,0.036229563,0.026926807,0.030585553,0.046178158,,Dapk1,Tsga10,0.115377144,0.056721406,0.073400318,0.020817715
Gm26805,0,0.000536005,0,0,0,0,0,0,0,,Dab2ip,Gm26805,0,0.003646292,0,0.000483257
Lipt1,0.013981695,0.015596769,0,0.001073076,0.001626803,0,0.003409077,0,0,,Cyld,Lipt1,0.003901224,0.007742533,0.017378758,0.022762046
Mitd1,0.305883672,0.304088464,0.231062301,0.078329629,0.073321794,0.107650478,0.170629241,0.527737092,0.069190095,,Cdc34,Mitd1,0.336078036,0.237390007,0.474268526,0.797841375
Mrpl30,1.456187445,1.699444762,0.814822708,0.493686904,0.36429601,0.397224871,0.597125135,0.83403599,0.615953355,,Esr2,Mrpl30,1.883510635,1.484482232,1.397081965,1.505254564
Lyg2,0,0,0,0,0,0,0,0,0,,Col4a3,Lyg2,0,0,0,0
Gm15457,0,0,0,0,0,0,0,0,0,,Tfap2b,Gm15457,0,0,0,0
Lyg1,0,0,0,0,0,0,0,0,0,,Tfap2a,Lyg1,0,0,0,0
Txndc9,0.701104883,0.674738857,0.533212248,0.459200073,0.295982505,0.283361496,0.436151503,0.361814623,0.323494073,,Lep,Txndc9,0.794131831,0.65142524,0.771467436,0.629793776
Eif5b,2.551280564,2.318326029,0.69978542,0.365148582,0.104670788,0.170269602,0.388990569,0.211072403,0.241540936,,Pdcd2,Eif5b,1.200900137,1.45718457,1.695690304,1.417641242
Rev1,0.284664947,0.336318455,0.205286372,0.042777475,0.019915487,0.012304297,0.010531138,0.014747091,0.114261177,,Pmaip1,Rev1,0.078896157,0.070355347,0.14437369,0.074064254
Gm5099,0,0,0,0,0,0,0,0,0,,Slk,Gm5099,0,0,0,0
Aff3,0.629565594,0.067050999,0.005712679,0.002253214,0.007626387,0.004920816,0.008474911,0,0.017405172,,Zbtb16,Aff3,0.010241369,0.31352625,0.481266354,0.167756668
Gm16150,0.003754839,0.000768271,0.01354193,0.00488884,0.001219148,0,0,0,0,,Adam17,Gm16150,0.000791025,0,0.000728167,0
Gm16151,0,0,0,0,0,0,0,0,0,,Traf2,Gm16151,0,0,0.002354084,0
Gm16152,0.15289166,0.007570623,0.0038777,0.00262835,0.002538356,0.003120884,0,0.002840268,0,,F2r,Gm16152,0.004498668,0.143649926,0.56370691,0.251485357
Lonrf2,0,0.000687804,0,0,0,0,0,0,0,,Srpx,Lonrf2,0,0,0,0
Chst10,0.017647699,0.00209788,0,0.002827812,0.00161805,0.001079986,0.008350775,0,0,,Smpd1,Chst10,0.006187268,0.011005272,0.09888547,0.095013838
Gm37707,0,0,0,0,0,0,0,0,0,,Ctsz,Gm37707,0,0,0,0
Nms,0,0,0,0,0,0,0,0,0,,Slc11a2,Nms,0,0,0,0
Pdcl3,0.49798803,0.49107769,0.437569821,0.626890166,0.481331404,0.460851908,0.474633047,0.490804982,0.548387881,,Wwox,Pdcl3,0.57658998,0.593690659,0.447041799,0.456017089
Gm37821,0,0,0,0,0,0,0,0,0,,Ripk3,Gm37821,0,0,0,0
Npas2,0.004299067,0.000525333,0,0,0,0,0,0,0,,Eef1e1,Npas2,0,0.002891992,0,0
Rpl31,44.21872271,36.869972,9.346783107,5.63208234,4.044633461,3.767061762,4.863990013,3.946255137,6.718547342,,Prkci,Rpl31,18.28123175,55.27148198,22.70056102,31.05992518
Tbc1d8,0.044099482,0.122275677,0.427289,0.45465638,0.217042631,0.098081948,0.11222426,0.105625136,0.550469437,,Sfpq,Tbc1d8,0.28759485,1.255068373,0.038964939,0.013128482
Cnot11,0.247743831,0.238991974,0.163280237,0.076322043,0.051235275,0.050926542,0.079533145,0.069070526,0.087180258,,Rps7,Cnot11,0.155143967,0.256788006,0.223984842,0.184785961
Rnf149,0.439895056,0.289594974,0.182174798,0.941228159,1.359612704,2.918295658,5.654957744,4.024944862,1.438638601,,Nfkbid,Rnf149,1.458385309,0.573447404,0.578055296,0.319433395
Creg2,0,0,0,0,0.001851084,0.005096861,0.005728729,0,0,,Nlrp2,Creg2,0.002462374,0,0.001662614,0
D930019O06Rik,0,0,0,0,0,0,0.001455552,0,0,,Optn,D930019O06Rik,0,0,0,0
Rfx8,0.005281803,0.000398209,0,0,0,0,0,0,0,,Dkkl1,Rfx8,0,0.00340159,0,0
Gm3646,0,0,0,0,0,0,0,0,0,,Dlc1,Gm3646,0,0,0,0
1700066B17Rik,0,0,0,0,0,0,0,0,0,,Acvr1c,1700066B17Rik,0,0,0,0
Map4k4,0.785909347,0.147280311,0.057444549,0.334511399,0.315728512,0.15743532,0.086333209,0.139508426,0.558865303,,Adipoq,Map4k4,0.490319283,0.564852313,0.427856047,0.640672576
Il1r2,0.068007634,0.089755057,0.301837282,1.937279636,3.390597668,5.019065486,6.699346126,6.542063173,2.417014541,,Dnaja3,Il1r2,0.249920869,0.107226321,0.65968083,0.241156833
Gm16894,0.006949107,0.005023481,0.010687964,0.022312513,0.01237159,0.056472576,0.051025343,0.070195138,0.008591191,,Nupr1,Gm16894,0.009230312,0,0.007607602,0.000817428
Il1r1,0.131871485,0.008869754,0,0.00153492,0.000830806,0,0,0,0.006958114,,Becn1,Il1r1,0.000685216,0,0,0
Il1rl2,0.01969925,0.043456707,0.009637787,0.001758883,0.000394362,0.000735453,0,0.005250937,0,,Acin1,Il1rl2,0.007243684,0.037070229,0,0.010162655
Il1rl1,0.026372777,0.002628692,0.004063335,0.012152783,0.008558162,0.012765851,0.01734096,0.008749089,0,,Robo1,Il1rl1,0.002582656,0.002963982,0.007202689,0.007137589
Il18r1,0.031544888,0.001714205,0.064917428,0.091901373,0.062752871,0.07890151,0.069990895,0.059638285,0.120807022,,Il20ra,Il18r1,0.015245943,0.045544536,0.022092699,0.58623332
Il18rap,0.130183505,0.072283059,0.317329491,0.515463147,0.583588262,0.71820837,0.669950698,0.810300229,0.670480711,,Pak2,Il18rap,0.054670819,0.067264555,0.100077565,0.372173542
Gm35801,0,0,0,0,0,0,0,0,0,,Bmf,Gm35801,0,0,0,0
Slc9a4,0,0,0,0,0,0,0,0,0,,P2rx7,Slc9a4,0.001475889,0,0,0
Slc9a2,0.009947147,0,0,0,0,0,0,0,0,,Cideb,Slc9a2,0.001249618,0.002553551,0,0
Gm37623,0,0,0,0,0,0,0,0,0,,Rbm10,Gm37623,0,0,0,0
Gm37915,0,0,0.001134005,0,0,0,0,0,0,,Trpv1,Gm37915,0,0,0,0
Mfsd9,0.011066212,0.004588754,0.014024737,0.020577344,0.005654582,0.01281866,0.013839208,0.005374024,0.028978706,,Sp110,Mfsd9,0.009967232,0.01347909,0.015444872,0.004539421
Tmem182,0,0,0,0,0,0,0,0,0,,Ubb,Tmem182,0,0,0,0
4930448I06Rik,0,0,0,0,0,0,0,0,0,,Rnf183,4930448I06Rik,0,0,0,0
Gm28634,0,0,0,0,0,0,0,0,0,,Pou4f1,Gm28634,0,0,0,0
Gm29260,0,0,0,0,0,0,0,0,0,,Trp53,Gm29260,0,0,0,0
Gm9915,0,0,0,0,0,0,0,0,0,,Aifm2,Gm9915,0,0,0,0
Gm29664,0,0,0,0,0,0,0,0,0,,Syk,Gm29664,0,0,0,0
Gm28175,0,0,0,0,0,0,0,0,0,,Jmy,Gm28175,0,0,0,0
Gm28140,0,0,0,0,0,0,0,0,0,,Khdc1a,Gm28140,0,0,0,0
Pantr1,0,0,0,0,0,0,0,0,0,,Pawr,Pantr1,0,0,0,0
Pou3f3,0,0,0,0,0,0,0,0,0,,Cyp1b1,Pou3f3,0.000578019,0,0,0
Dalir,0,0,0,0,0,0,0,0,0,,Cyct,Dalir,0,0,0,0
Mrps9,0.526382005,0.489801665,0.202179963,0.102134225,0.070535279,0.063704341,0.048513902,0.070610255,0.146354886,,Cycs,Mrps9,0.392349793,0.326986214,0.419290903,0.409658057
Gpr45,0.02541156,0.000791694,0,0.001106919,0,0,0,0,0,,Ctsd,Gpr45,0.001369171,0.011615127,0,0
Tgfbrap1,0.114626633,0.086469265,0.038103474,0.030597667,0.016410028,0.019484568,0.08173376,0.020174268,0.039965242,,Ctrb1,Tgfbrap1,0.090889389,0.087007118,0.070173823,0.067301906
Gm28782,0,0,0,0,0,0,0,0,0,,Ctla4,Gm28782,0,0,0,0
8430432A02Rik,0.001907443,0.000416,0,0,0,0,0,0,0,,Nod1,8430432A02Rik,0.001289786,0,0.008573537,0.001453583
AI597479,0.085183774,0.075618153,0.02401323,0.024029972,0.012597938,0.024921571,0.026286246,0.00429049,0.020318326,,Cryba1,AI597479,0.049759582,0.060881634,0.060916032,0.056278119
Fhl2,0.001509987,0.003927559,0,0.002452837,0,0.004398842,0.006140826,0.012405205,0,,Nlrc4,Fhl2,0.003160946,0,0.002599066,0.039134518
Gm29040,0,0,0,0,0,0,0,0,0,,Pla2g4a,Gm29040,0,0,0,0
Nck2,0.028302654,0.021029036,0.010195725,0,0.000881526,0.003935112,0.003762707,0,0.016351198,,Gadd45g,Nck2,0.005124135,0.003141982,0.026813415,0.071205742
1500015O10Rik,0,0,0,0,0,0,0,0,0,,Prelid1,1500015O10Rik,0,0,0,0
Gm29155,0,0.002217635,0.001364248,0.000505778,0,0.00088635,0.000971081,0,0.013593994,,Bbc3,Gm29155,0.000851681,0,0.00185741,0.000469572
Gm29157,0,0,0,0,0,0,0,0,0,,Rbm5,Gm29157,0,0,0,0
Gm29156,0,0,0.00050716,0.000545371,0,0,0,0,0,,Ube2m,Gm29156,0,0,0.001621107,0.000527277
Uxs1,0.270044092,0.23776343,0.165802153,0.073542988,0.032590677,0.054289016,0.05213749,0.059960177,0.088692172,,Ccl12,Uxs1,0.369993427,0.204140604,0.09576221,0.083204577
Tpp2,0.488527876,0.361584517,0.139833379,0.105263783,0.072786049,0.111659028,0.172835929,0.118295407,0.111383444,,Tnfrsf1b,Tpp2,0.424577447,0.184105481,0.3880097,0.494585093
Mettl21c,0.008446148,0.005423466,0.001038496,0,0,0.00134653,0,0,0,,Ripk1,Mettl21c,0.000188068,0,0.000850024,0.002000658
Gm8251,0.013077469,0.008874275,0.000504208,0.000556489,0,0.001069825,0,0.004454057,0.018888452,,Pparg,Gm8251,0.004493118,0.005208309,0.014778537,0.007350027
Tex30,0.395634252,0.453413177,0.274117948,0.06101161,0.047641277,0.048099198,0.06939973,0.044141914,0.087938206,,Clip3,Tex30,0.223626037,0.167079021,0.521844829,0.245265802
Kdelc1,0.09498057,0.12434751,0.010669907,0.004946387,0.004398735,0.003900053,0.005502545,0.006553759,0,,Fis1,Kdelc1,0.043812021,0.048628681,0.009250472,0.027686758
Bivm,0.058975578,0.031852126,0.009038524,0.002247673,0.001018072,0.001597172,0,0.002840268,0,,Phlda3,Bivm,0.028045025,0.033088167,0.007820076,0.033837518
Ercc5,0.123655614,0.029901421,0.008806372,0.01824337,0.018621631,0.015825994,0.025724805,0.017325118,0.031608383,,Wdr35,Ercc5,0.097338372,0.332683794,0.127447893,0.106418528
Mettl21e,0,0,0,0,0,0.001027295,0,0,0,,Melk,Mettl21e,0.001887353,0,0.001882831,0.000421682
Gulp1,0.036994005,0.001738679,0,0,0,0,0,0,0,,Hif1a,Gulp1,0,0,0,0
4930521E06Rik,0,0,0,0,0,0,0,0,0,,Pdcd5,4930521E06Rik,0,0,0,0
Col3a1,0.002220615,0,0,0,0,0,0,0,0,,Suds3,Col3a1,0.000693972,0,0.002053867,0
Col5a2,0,0,0,0,0,0,0,0,0,,Bid,Col5a2,0,0,0,0
Wdr75,0.296178125,0.263954158,0.026969146,0.006456324,0.005020165,0.008870255,0.025171475,0.00058126,0.014410909,,Bin1,Wdr75,0.060868277,0.094678946,0.137566778,0.18090359
Gm5269,0,0,0,0.000720826,0.001430714,0.004978152,0.007248955,0.010777669,0,,Ei24,Gm5269,0.000628636,0,0,0
Slc40a1,0.057507365,0.395132914,0.603400482,1.114887711,1.118680682,2.40637501,4.177840072,2.959590914,1.336199806,,Hdac1,Slc40a1,0.161001526,0.068572075,0.338986842,0.109882921
Dnah7b,0,0,0,0,0,0,0,0,0,,Hpgd,Dnah7b,0,0,0,0
Dnah7c,0,0,0,0,0,0,0,0,0,,Zfp622,Dnah7c,0,0.003015754,0,0.001416236
Slc39a10,0.173715696,0.054631174,0.005522048,0.007428799,0.002991467,0.000888011,0.005499848,0.004925281,0,,Bag1,Slc39a10,0.096734933,0.132910721,0.083448169,0.061274357
Gm28151,0.005909462,0,0.000513355,0.000448813,0,0,0,0,0,,Ccr5,Gm28151,0.003818167,0.009892091,0.006253127,0.008321691
Gm28826,0,0,0,0,0,0,0,0,0,,Pin1,Gm28826,0,0,0,0
C230029F24Rik,0.003108138,0.00049891,0,0,0,0.001232664,0,0,0,,Epha7,C230029F24Rik,0.000478128,0,0,0.000417699
4933411E06Rik,0,0.003028367,0.001379547,0.001783761,0.004670068,0.012444119,0.012951476,0.004873914,0.012558791,,Apbb2,4933411E06Rik,0.006130723,0.01565599,0.014046336,0.005448966
Gm29665,0,0,0,0,0,0,0,0,0,,Ctnnbl1,Gm29665,0,0,0,0
Gm28321,0,0,0,0,0,0,0,0,0,,Diablo,Gm28321,0,0,0,0
Tmeff2,0,0,0,0,0,0,0,0,0,,Folh1,Tmeff2,0,0,0,0
Gm28322,0,0,0,0,0,0.00120907,0.002617176,0,0,,Rhoa,Gm28322,0,0,0,0.000514163
Gm28319,0,0,0,0,0,0,0,0,0,,E2f3,Gm28319,0,0,0,0
Gm29325,0,0,0,0,0,0.000976142,0,0,0,,Eef1a2,Gm29325,0,0,0,0
9330175M20Rik,0,0,0,0,0,0,0,0,0,,Cradd,9330175M20Rik,0,0,0,0
Sdpr,0.421451249,0.000482238,0,0,0.003456877,0.001677005,0.002731331,0.005736859,0.007089172,,Plagl2,Sdpr,0,0.002937819,0,0.000450949
1700072G22Rik,0,0,0,0,0,0,0,0,0,,Tnfsf10,1700072G22Rik,0,0,0,0
Nabp1,0.06353259,0.039476294,0.066643382,0.308276572,0.524021258,0.446181448,0.494209835,0.526893931,0.402557062,,Dapk3,Nabp1,0.835233799,0.265696237,0.246380615,0.445407959
Gm17767,0,0,0,0.000369031,0.002797414,0.00075219,0,0.011291749,0,,Hdac4,Gm17767,0.020236561,0,0.003008641,0.000542738
Gm28055,0,0,0,0,0,0,0,0,0,,Xdh,Gm28055,0,0,0,0
Myo1b,0.006975155,0.020690383,0.043670681,0.008104551,0.002600022,0,0,0.001231071,0,,Xbp1,Myo1b,0,0.007340364,0,0
Stat4,0.303159816,0.091826228,0.101147392,0.190577224,0.268440749,0.287775958,0.357439498,0.38874429,0.360290879,,Wt1,Stat4,0.056055474,0.039723635,0.32390957,0.858019354
Stat1,0.464709837,0.281589115,0.390746577,0.549889791,0.513715012,0.724529636,1.085590077,3.073463995,0.660357324,,Wnt5a,Stat1,1.351058968,1.950340245,1.27406178,1.460395396
Gls,0.594020563,0.341281307,0.149409952,0.180561491,0.166052957,0.302621362,0.459236616,0.241874821,0.280294905,,Wnt3a,Gls,0.397092193,0.618960981,0.463427751,0.456812305
Nab1,0.295559983,0.225641658,0.189467467,0.186605448,0.17382236,0.146773828,0.234501488,0.112905625,0.286085553,,Bcl2l11,Nab1,0.407984536,0.499620849,0.230214415,0.430816675
Gm553,0,0,0,0,0,0,0,0,0,,Capn10,Gm553,0,0,0,0.000820964
Gm28178,0,0,0,0,0,0,0,0,0,,G0s2,Gm28178,0,0,0,0
Tmem194b,0.038177226,0.036048925,0.035632867,0.005270434,0.017572029,0.041435079,0.064785026,0.034297829,0.014912419,,Men1,Tmem194b,0.038629306,0.174228771,0.083764835,0.069828099
Mfsd6,0.174291744,0.03278534,0.083229832,0.268842173,0.466615339,0.724715097,0.815330998,0.622502064,0.491935451,,Tctn3,Mfsd6,0.293383372,0.112820413,0.178307092,0.214926721
Inpp1,0.242731952,0.144121174,0.264954359,0.245334532,0.24472841,0.387991662,0.546330897,0.497596237,0.261417092,,Hdac3,Inpp1,0.146519058,0.121064315,0.220642531,0.54253777
Hibch,0.249720046,0.314213548,0.168142139,0.124846425,0.089175534,0.086185626,0.092376008,0.082015831,0.11321715,,Ntsr1,Hibch,0.160751848,0.104846743,0.13372949,0.157379584
1700019D03Rik,0.049737215,0.005512606,0.000494553,0,0.002473492,0.002458813,0.003297583,0,0.016634949,,Ntrk3,1700019D03Rik,0.001047574,0.027249373,0.044398601,0.052464592
Mstn,0,0,0,0,0,0,0,0,0,,Fbxw7,Mstn,0,0,0,0
1700019A02Rik,0,0,0,0,0,0,0,0,0,,Notch2,1700019A02Rik,0,0,0,0
Pms1,0.067157482,0.040715076,0.030272765,0.00247115,0.00499176,0,0.002937681,0.008303608,0.018888452,,Notch1,Pms1,0.022474296,0.045989737,0.062935705,0.062626855
Gm28777,0.001454017,0.000482349,0,0,0.000248409,0,0,0,0,,Nos3,Gm28777,0,0,0,0.001263785
Ormdl1,0.215993614,0.204987125,0.251553936,0.150162934,0.099617997,0.11355797,0.131135991,0.11901673,0.261937857,,Nkx3-1,Ormdl1,0.233605292,0.258740566,0.37166217,0.281063638
Gm28778,0,0,0,0,0,0,0,0,0,,Nsmaf,Gm28778,0,0,0,0
Osgepl1,0.05978952,0.052652218,0.019696055,0.013762227,0.01070457,0.011961541,0.009808616,0.019714154,0.026192356,,Ngfr,Osgepl1,0.045545219,0.016706364,0.103078673,0.053481821
Gm28551,0.008194353,0.001257351,0.002964714,0.00088872,0.000843851,0,0,0,0,,Camk2d,Gm28551,0.000293898,0.003417159,0.001248943,0
Asnsd1,0.414727259,0.750320996,1.028526502,0.64925843,0.599892555,0.336418758,0.365016262,0.311928362,0.575945495,,Tnfrsf12a,Asnsd1,0.743365369,0.420383759,0.748123581,0.411549609
Dnah7a,0,0.001936611,0,0,0.000212908,0,0.001706495,0,0,,Ccn2,Dnah7a,0,0,0.002341183,0.00054731
Stk17b,1.284861353,0.31076311,0.521820857,2.665348329,5.379754516,9.596259222,11.3900543,9.779515053,4.30528234,,Fgfr3,Stk17b,2.135991695,1.468918112,4.064091776,2.606747062
Hecw2,0,0.008380263,0.00073675,0.00180506,0.006697357,0.017462597,0.00829729,0.018508802,0,,Ccar2,Hecw2,0.001254569,0,0.014041664,0
Ccdc150,0.004291426,0.001327128,0.00050716,0,0,0,0,0,0,,Tnfrsf1a,Ccdc150,0,0.003865162,0,0
Gtf3c3,0.180364905,0.106435866,0.027634615,0.015615069,0.01239818,0.005923301,0.009061045,0.004852503,0.030628906,,Cdk19,Gtf3c3,0.07300846,0.091019374,0.08356149,0.095908165
Pgap1,0.001693117,0.002114336,0.002747283,0.001653601,0.012957535,0.013541973,0.01419162,0.012490124,0.039310807,,Bok,Pgap1,0.184742248,0.025730255,0.53669081,0.074746864
Ankrd44,0.378765115,0.507341933,0.380492852,0.622611549,1.206677752,1.566979911,1.458626501,1.471927673,1.178882547,,Wnt11,Ankrd44,1.089483662,1.110942642,1.341554089,1.737903146
4930444A19Rik,0,0.000943179,0,0.001619119,0,0,0,0,0,,E2f1,4930444A19Rik,0,0,0,0.00070033
Sf3b1,2.253159736,1.761248416,1.370309371,1.16563644,1.141664464,1.570973354,2.11219,1.831244635,1.440676077,,Rps27l,Sf3b1,1.926520681,2.463720762,2.922848127,2.239714105
Coq10b,0.324775073,0.141907656,0.16769517,0.648396943,1.137396772,2.182182835,2.405823064,2.211432197,0.622155745,,Bace1,Coq10b,0.383052273,0.228285343,0.377473237,0.257955267
Hspd1,2.605722423,3.093046373,0.325757336,0.1927112,0.141639416,0.122895454,0.254862314,0.169078191,0.169777654,,Mybl2,Hspd1,0.821816159,0.975972694,1.295937582,1.325921302
Hspe1,6.345112165,6.000130263,0.31265337,0.217154098,0.305601406,0.279814906,0.451963588,0.350992144,0.322080866,,Pik3cd,Hspe1,2.5388616,4.741044302,3.533345923,5.248408309
Mob4,0.444022304,0.38847953,0.524410808,0.584418301,0.668945447,1.114949265,1.347581174,1.129592915,0.581951667,,Mcl1,Mob4,0.728718786,0.660802795,1.013270444,0.707708708
Rftn2,0.025121276,0.007396463,0.001517848,0.005777966,0.010534351,0.011812123,0.020861412,0.003354685,0.012789179,,Cdk5,Rftn2,0.007522192,0.010043341,0.083652517,0.040241751
Gm10561,0.007040383,0,0,0,0,0,0,0,0,,Pde5a,Gm10561,0.001146502,0,0.042555465,0.002628705
Mars2,0.097045479,0.081716639,0.029303957,0.009195355,0.008897495,0.010523442,0.029744379,0.010190333,0.013409769,,Ralbp1,Mars2,0.040726175,0.047798495,0.150025016,0.077595015
Boll,0,0.000348715,0,0,0,0,0,0,0,,Lpar1,Boll,0,0,0,0.015374001
Plcl1,0.004794365,0,0.000799535,0,0.00287019,0,0,0.006814733,0,,Nr3c1,Plcl1,0.020827347,0.016579479,0.000726603,0.002394041
9130227L01Rik,0,0,0,0,0,0,0,0,0,,Grin2a,9130227L01Rik,0,0,0,0
1700003I22Rik,0,0,0,0,0,0,0,0,0,,Grin1,1700003I22Rik,0,0,0,0
Gm28240,0,0,0,0,0,0,0,0,0,,Grik5,Gm28240,0,0,0,0
Hsfy2,0,0,0,0,0,0,0,0,0,,Grik2,Hsfy2,0,0,0,0
Satb2,0.008015107,0.005497018,0.00203309,0.000500666,0,0,0,0,0,,Mul1,Satb2,0.005990734,0,0.001067028,0
1700126A01Rik,0,0,0,0,0,0,0,0,0,,Ift57,1700126A01Rik,0,0,0,0
BC055402,0,0,0,0,0,0,0,0,0,,Daxx,BC055402,0,0,0,0
4930558J18Rik,0.006796427,0.017065511,0.011467743,0,0,0,0,0,0,,Vcp,4930558J18Rik,0.004177791,0.001964046,0.020174303,0.001319804
1700066M21Rik,0.038276867,0.053133633,0.048890867,0.006013779,0.016393656,0.00881497,0.003445714,0,0,,B4galt1,1700066M21Rik,0.04415829,0.024908147,0.030360052,0.015388487
Tyw5,0.047218389,0.085348533,0.033809882,0.01862178,0.018725372,0.012622683,0.021590708,0.009174745,0.007728608,,Pias4,Tyw5,0.071787578,0.092358435,0.10282028,0.054033327
9430016H08Rik,0.275593832,0.242639091,0.102861136,0.064132722,0.039040434,0.044561071,0.053467018,0.049716149,0.078998732,,Frzb,9430016H08Rik,0.184195867,0.190139415,0.225260031,0.177455122
Spats2l,0,0,0,0,0,0,0,0.00576681,0,,Sfrp4,Spats2l,0,0,0,0.001565366
Gm17234,0,0,0,0,0,0,0,0,0,,Traf7,Gm17234,0,0,0,0
Kctd18,0.073743016,0.053080725,0.037309552,0.029669844,0.036195757,0.047299491,0.084758381,0.063105508,0.049901042,,Bad,Kctd18,0.084752145,0.170389953,0.125653196,0.131887423
Sgol2a,0.148432044,0.287643927,0.426453545,0.014682958,0.007647232,0.000571362,0.000203839,0.001240497,0.022979049,,Klf11,Sgol2a,0.096056839,0.038840793,0.157032376,0.005843449
Aox1,0,0,0,0,0,0,0,0,0,,Tfpt,Aox1,0.000273517,0,0,0.00065213
Aox3,0,0,0,0,0,0,0,0,0,,Trp73,Aox3,0.006276115,0.001651184,0.000909862,0
Aox4,0,0,0,0.000864836,0,0,0.004820778,0,0,,Ppp2ca,Aox4,0,0,0.000905599,0
Gm15759,0,0,0,0,0,0,0,0,0,,Rassf6,Gm15759,0,0,0,0
Aox2,0,0,0,0,0,0.001278113,0,0,0,,Ecscr,Aox2,0.001928229,0.046862688,0,0.00039916
Bzw1,1.544096447,1.455015409,0.953708787,0.55555526,0.368239629,0.468804819,0.615385627,0.470453323,0.567982011,,H2-M3,Bzw1,1.452399432,1.876131374,1.586928064,1.350383978
Clk1,2.188203988,0.896036447,0.562005794,1.175605661,1.608982324,2.913911272,3.510685248,2.730342288,2.023921037,,P2rx1,Clk1,1.325780363,1.670434769,2.391271791,1.549020465
Ppil3,0.329981546,0.384389778,0.103180896,0.103833126,0.061342062,0.089200593,0.17077355,0.10718582,0.037827627,,Bmp7,Ppil3,0.338135012,0.344984604,0.352678945,0.408418815
Nif3l1,0.101002007,0.11138032,0.059930371,0.055725218,0.020818833,0.010340028,0.019821542,0.014938944,0.017985654,,Phlda1,Nif3l1,0.077862946,0.061393422,0.031151855,0.08400734
